premise	hypothesis	entailment	reasoning_type	function_name
The park is southwest of the theater.	The theater is northeast of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is southwest of the school.	The school is northeast of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is northwest of the theater.	The theater is southeast of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is northwest of the school.	The school is southeast of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is southeast of the theater.	The theater is northwest of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is southeast of the school.	The school is northwest of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is northeast of the theater.	The theater is southwest of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is northeast of the school.	The school is southwest of the park.	entailment	orientation	gen_orientation_cardinals_positive
The theater is east of the park.	The park is west of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is east of the school.	The school is west of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is north of the park.	The park is south of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is north of the school.	The school is south of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is south of the park.	The park is north of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is south of the school.	The school is north of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is west of the park.	The park is east of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is west of the school.	The school is east of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is southwest of the park.	The park is northeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is southwest of the school.	The school is northeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is northwest of the park.	The park is southeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is northwest of the school.	The school is southeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is southeast of the park.	The park is northwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is southeast of the school.	The school is northwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is northeast of the park.	The park is southwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The theater is northeast of the school.	The school is southwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive
The school is east of the park.	The park is west of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is east of the theater.	The theater is west of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is north of the park.	The park is south of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is north of the theater.	The theater is south of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is south of the park.	The park is north of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is south of the theater.	The theater is north of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is west of the park.	The park is east of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is west of the theater.	The theater is east of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is southwest of the park.	The park is northeast of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is southwest of the theater.	The theater is northeast of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is northwest of the park.	The park is southeast of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is northwest of the theater.	The theater is southeast of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is southeast of the park.	The park is northwest of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is southeast of the theater.	The theater is northwest of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is northeast of the park.	The park is southwest of the school.	entailment	orientation	gen_orientation_cardinals_positive
The school is northeast of the theater.	The theater is southwest of the school.	entailment	orientation	gen_orientation_cardinals_positive
The chair is far from the ball.	The chair is close to the ball.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The ball is close to the chair.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The chair is in the vicinity of the ball.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The ball is in the vicinity of the chair.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The chair is near the ball.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The ball is near the chair.	contradiction	distance	gen_distance_far_negative
The chair is far from the ball.	The chair is touching the ball.	contradiction	distance	gen_distance_far_negative
